APN,STRNBR,STRDIRECT,STRNAME,STRAPART,STRFRACT,BLDSQFTTAXABLE
053 167902900,1938,,OREGON ST,,,954
053 168000100,1940,,STUART ST,,,5198
053 168000200,1947,,OREGON ST,,,7719
053 168000300,1941,,OREGON ST,,,1732
053 168000400,1939,,OREGON ST,,,1488
053 168000500,1937,,OREGON ST,,,1200
053 168000600,1933,,OREGON ST,,,1412
053 168000700,1927,,OREGON ST,,,1793
053 168000800,1925,,OREGON ST,,,902
053 168000900,1923,,OREGON ST,,,839
053 168001000,1921,,OREGON ST,,,1141
053 168001100,1919,,OREGON ST,,,2893
053 168001200,1917,,OREGON ST,,,2083
053 168001400,1911,,OREGON ST,,,1576
053 168001500,1907,,OREGON ST,,,2024
053 168001600,2819,,M L KING JR WAY,,,1067
053 168001700,2815,,M L KING JR WAY,,,2459
053 168001900,2809,,M L KING JR WAY,,,3336
053 168002000,2807,,M L KING JR WAY,,,3857
053 168002100,2801,,M L KING JR WAY,,,1029
053 168002200,1906,,STUART ST,,,1085
053 168002300,1910,,STUART ST,,,2048
053 168002400,1912,,STUART ST,,,1258
053 168002500,1914,,STUART ST,,,3213
053 168002600,1916,,STUART ST,,,3132
053 168002700,1918,,STUART ST,,,1978
053 168002800,1920,,STUART ST,,,1858
053 168002900,1928,,STUART ST,,,3162
053 168003000,1930,,STUART ST,,,2710
053 168003100,1932,,STUART ST,,,3225
053 168003200,1934,,STUART ST,,,3701
053 168003300,1936,,STUART ST,,,3161
053 168003400,1938,,STUART ST,,,1670
053 168003600,2813,,M L KING JR WAY,A,,1269
053 168003700,2813,,M L KING JR WAY,B,,1083
053 168003800,2813,,M L KING JR WAY,C,,1066
053 168003900,2813,,M L KING JR WAY,COM,,0
053 168004100,1915,,OREGON ST,A,,1362
053 168004200,1915,,OREGON ST,B,,834
053 168004300,1915,,OREGON ST,C,,1102
053 168004400,1915,,OREGON ST,COM,,0
053 168100200,2012,,STUART ST,,,3752
053 168100300,2016,,STUART ST,,,0
053 168100500,2800,,ADELINE ST,,,3900
053 168100601,2020,,STUART ST,,,1000
053 168101001,2820,,ADELINE ST,,,3361
053 168101002,2053,,OREGON ST,,,1301
053 168101104,2051,,OREGON ST,,,1294
053 168101105,2041,,OREGON ST,,,1791
053 168101201,2810,,ADELINE ST,,,14660
053 168101300,2808,,ADELINE ST,1,,1404
053 168101400,2808,,ADELINE ST,2,,1344
053 168101500,2808,,ADELINE ST,3,,1236
053 168101600,2808,,ADELINE ST,4,,754
053 168101700,2808,,ADELINE ST,COM,,0
053 168200100,2870,,ADELINE ST,,,13034
053 168300100,2020,,OREGON ST,,,46965
053 168400100,2801,,ADELINE ST,,,24356
053 168500100,2800,,FULTON ST,,,3161
053 168500200,2806,,FULTON ST,,,2117
053 168500300,2810,,FULTON ST,,,2273
053 168500400,2812,,FULTON ST,,,3612
053 168500500,2816,,FULTON ST,,,1689
053 168500600,2820,,FULTON ST,,,1988
053 168500700,2153,,OREGON ST,,,2326
053 168500800,2151,,OREGON ST,,,4088
053 168500900,2147,,OREGON ST,,,3841
053 168501100,2139,,OREGON ST,,,1584
053 168501200,2135,,OREGON ST,,,3682
053 168501300,2131,,OREGON ST,,,2001
053 168501400,2129,,OREGON ST,,,2040
053 168501500,2127,,OREGON ST,,,2311
053 168501600,2125,,OREGON ST,,,2040
053 168501700,2123,,OREGON ST,,,2256
053 168501800,2121,,OREGON ST,,,2040
053 168501900,2119,,OREGON ST,,,1944
053 168502001,2821,,SHATTUCK AVE,,,832
053 168502300,2813,,SHATTUCK AVE,,,6172
053 168502400,2807,,SHATTUCK AVE,,,4298
053 168502500,2801,,SHATTUCK AVE,,,5333
053 168502600,2108,,STUART ST,,,3800
053 168502801,2110,,STUART ST,,,6417
053 168502900,2120,,STUART ST,,,1122
053 168503000,2124,,STUART ST,,,1195
053 168503100,2128,,STUART ST,,,1122
053 168503200,2132,,STUART ST,,,1701
053 168503300,2136,,STUART ST,,,1806
053 168503400,2138,,STUART ST,,,1699
053 168503500,2140,,STUART ST,,,1806
053 168503600,2146,,STUART ST,,,3369
053 168503700,2148,,STUART ST,,,2567
053 168503800,2150,,STUART ST,,,2216
053 168503900,2141,,OREGON ST,1,,1152
053 168504000,2141,,OREGON ST,2,,855
053 168504100,2141,,OREGON ST,3,,855
053 168504200,2141,,OREGON ST,4,,855
053 168504300,2141,,OREGON ST,5,,855
053 168504400,2141,,OREGON ST,COM,,0
053 168600100,2824,,FULTON ST,,,1587
053 168600200,2828,,FULTON ST,,,1607
053 168600300,2832,,FULTON ST,,,1384
053 168600400,2838,,FULTON ST,,,5238
053 168600500,2842,,FULTON ST,,,1292
053 168600600,2846,,FULTON ST,,,1618
053 168600700,2153,,RUSSELL ST,,,2036
053 168600800,2149,,RUSSELL ST,,,3788
053 168600900,2147,,RUSSELL ST,,,3539
053 168601000,2145,,RUSSELL ST,,,2908
053 168601100,2133,,RUSSELL ST,,,3345
053 168601200,2131,,RUSSELL ST,,,2380
053 168601300,2129,,RUSSELL ST,,2021-01-02T00:00:00.000,1075
053 168601400,2129,,RUSSELL ST,,,1338
053 168601500,2127,,RUSSELL ST,,,3580
053 168601600,2125,,RUSSELL ST,,,1394
053 168601700,2123,,RUSSELL ST,,,3016
053 168601800,2121,,RUSSELL ST,,,3468
053 168601900,2119,,RUSSELL ST,,,6060
053 168602000,2847,,SHATTUCK AVE,,,3568
053 168602100,2839,,SHATTUCK AVE,,,0
053 168602200,2829,,SHATTUCK AVE,,,20386
053 168602300,2124,,OREGON ST,,,1114
053 168602400,2128,,OREGON ST,,,2162
053 168602500,2132,,OREGON ST,,,1979
053 168602700,2140,,OREGON ST,,,1110
053 168602800,2144,,OREGON ST,,,1302
053 168602900,2148,,OREGON ST,,,1302
053 168603000,2152,,OREGON ST,,,1602
053 168603100,2156,,OREGON ST,,,2085
053 168603200,2160,,OREGON ST,,,1302
053 168603300,2164,,OREGON ST,,,1302
053 168603400,2172,,OREGON ST,,,1302
053 168603500,2176,,OREGON ST,,,1302
053 168603600,2178,,OREGON ST,,,1302
053 168603800,2134,,OREGON ST,,,818
053 168603900,2136,,OREGON ST,,,1303
053 168604000,2136,,OREGON ST,COM,,0
053 168700101,2221,,RUSSELL ST,,,0
053 168700501,2207,,RUSSELL ST,,,1245
053 168700502,2847,,FULTON ST,,,1886
053 168700600,2843,,FULTON ST,,,1752
053 168700700,2837,,FULTON ST,,,4725
053 168800100,2246,,STUART ST,,,1923
053 168800200,2808,,ELLSWORTH ST,,,2586
053 168800300,2812,,ELLSWORTH ST,,,1572
053 168800400,2249,,OREGON ST,,,1669
053 168800500,2247,,OREGON ST,,,1143
053 168800600,2245,,OREGON ST,,,1143
053 168800700,2243,,OREGON ST,,,1849
053 168800800,2239,,OREGON ST,,,1381
053 168800900,2235,,OREGON ST,,,2401
053 168801000,2231,,OREGON ST,,,2347
053 168801100,2227,,OREGON ST,,,1497
053 168801200,2219,,OREGON ST,,,3542
053 168801300,2217,,OREGON ST,,,1585
053 168801400,2215,,OREGON ST,,,2079
053 168801500,2211,,OREGON ST,,,2066
053 168801600,2207,,OREGON ST,,,1566
053 168801700,2821,,FULTON ST,,,1874
053 168801800,2817,,FULTON ST,,,2054
053 168801900,2813,,FULTON ST,,,2964
053 168802000,2809,,FULTON ST,,,1822
053 168802100,2805,,FULTON ST,,,1893
053 168802200,2801,,FULTON ST,,,2027
053 168802300,2208,,STUART ST,,,3708
053 168802500,2214,,STUART ST,,,2340
053 168802600,2218,,STUART ST,,,1660
053 168802700,2222,,STUART ST,,,1660
053 168802800,2224,,STUART ST,,,2019
053 168802900,2226,,STUART ST,,,1850
053 168803000,2230,,STUART ST,,,1660
053 168803100,2234,,STUART ST,,,1277
053 168803200,2238,,STUART ST,,,2251
053 168803300,2242,,STUART ST,,,1443
053 168803400,2210,,STUART ST,,,1477
053 168803500,2210,,STUART ST,,2021-01-02T00:00:00.000,1477
053 168803600,2210,,STUART ST,COM,,0
053 168900100,2800,,TELEGRAPH AVE,,,3648
053 168900200,2818,,TELEGRAPH AVE,,,14618
053 168900300,2826,,TELEGRAPH AVE,,,11070
053 168900403,2828,,TELEGRAPH AVE,,,4610
053 168900503,2848,,TELEGRAPH AVE,,,3174
053 168900602,2339,,OREGON ST,,,3768
053 168900700,2337,,OREGON ST,,,1875
053 168900800,2333,,OREGON ST,,,1340
053 168900900,2327,,OREGON ST,,,1716
053 168901000,2325,,OREGON ST,,,1381
053 168901100,2323,,OREGON ST,,,1925
053 168901200,2321,,OREGON ST,,,1650
053 168901300,2319,,OREGON ST,,,1687
053 168901400,2315,,OREGON ST,,,1215
053 168901500,2313,,OREGON ST,,,1681
053 168901600,2311,,OREGON ST,,,1324
053 168901700,2309,,OREGON ST,,,1324
053 168901800,2819,,ELLSWORTH ST,,,2283
053 168901900,2817,,ELLSWORTH ST,,,1646
053 168902000,2815,,ELLSWORTH ST,,,1433
053 168902100,2807,,ELLSWORTH ST,,,1636
053 168902200,2805,,ELLSWORTH ST,,,3412
053 168902300,2801,,ELLSWORTH ST,,,2232
053 168902400,2308,,STUART ST,,,1588
053 168902500,2312,,STUART ST,,,2562
053 168902600,2314,,STUART ST,,,2946
053 168902700,2320,,STUART ST,,,2405
053 168903102,2334,,STUART ST,,,13283
053 168903200,2348,,STUART ST,,,1611
053 168903400,2322,,STUART ST,,,2550
053 168903500,2322,,STUART ST,,2021-01-02T00:00:00.000,1442
053 168903600,2322,,STUART ST,COM,,0
053 169000700,2335,,RUSSELL ST,,,6644
053 169000800,2331,,RUSSELL ST,,,2944
053 169000900,2327,,RUSSELL ST,,,3661
053 169001000,2321,,RUSSELL ST,,,15064
053 169001100,2315,,RUSSELL ST,,,2772
053 169001200,2311,,RUSSELL ST,,,4242
053 169001300,2309,,RUSSELL ST,,,1884
053 169001400,2305,,RUSSELL ST,,,1774
053 169001500,2301,,RUSSELL ST,,,2017
053 169001600,2839,,ELLSWORTH ST,,,2627
053 169001700,2835,,ELLSWORTH ST,,,3752
053 169001800,2831,,ELLSWORTH ST,,,3300
053 169002000,2312,,OREGON ST,,,1873
053 169002100,2314,,OREGON ST,,,3526
053 169002200,2318,,OREGON ST,,,0
053 169002300,2322,,OREGON ST,,,0
053 169002400,2324,,OREGON ST,,,0
053 169002801,2850,,TELEGRAPH AVE,,,77299
053 169002900,2300,,OREGON ST,,,1070
053 169003000,2306,,OREGON ST,,,1184
053 169003100,2310,,OREGON ST,,,1070
053 169003200,2300,,OREGON ST,COM,,0
053 169100100,2828,,REGENT ST,,,3769
053 169100200,2830,,REGENT ST,,,2202
053 169100300,2836,,REGENT ST,,,6429
053 169100400,2840,,REGENT ST,,,838
053 169100500,2449,,RUSSELL ST,,,1198
053 169100600,2447,,RUSSELL ST,,,2876
053 169100700,2445,,RUSSELL ST,,,2216
053 169100800,2441,,RUSSELL ST,,,2805
053 169100900,2439,,RUSSELL ST,,,2583
053 169101000,2435,,RUSSELL ST,,,2250
053 169101601,2855,,TELEGRAPH AVE,,,74796
053 169102000,2422,,OREGON ST,,,1447
053 169102100,2424,,OREGON ST,,,2333
053 169102200,2428,,OREGON ST,,,1982
053 169102300,2430,,OREGON ST,,,2800
053 169102400,2432,,OREGON ST,,,3963
053 169102500,2436,,OREGON ST,,,2366
053 169102600,2440,,OREGON ST,,,3188
053 169102700,2411,,RUSSELL ST,1,,984
053 169102800,2413,,RUSSELL ST,2,,984
053 169102900,2415,,RUSSELL ST,3,,984
053 169103000,2417,,RUSSELL ST,4,,984
053 169103100,2419,,RUSSELL ST,5,,984
053 169103200,2425,,RUSSELL ST,6,,984
053 169103300,2427,,RUSSELL ST,7,,984
053 169103400,2429,,RUSSELL ST,8,,984
053 169103500,2431,,RUSSELL ST,9,,984
053 169103600,2423,,RUSSELL ST,11,,984
053 169103700,2421,,RUSSELL ST,10,,983
053 169103800,2425,,RUSSELL ST,COM,,0
053 169200100,2801,,TELEGRAPH AVE,,,7110
053 169200200,2410,,STUART ST,,,2696
053 169200300,2412,,STUART ST,,,3086
053 169200400,2416,,STUART ST,,,2590
053 169200500,2418,,STUART ST,,,2966
053 169200600,2422,,STUART ST,,,3371
053 169200700,2424,,STUART ST,,,3214
053 169200800,2428,,STUART ST,,,2144
053 169200900,2434,,STUART ST,,,3306
053 169201000,2436,,STUART ST,,,1894
053 169201100,2440,,STUART ST,,,2286
053 169201200,2800,,REGENT ST,,,2815
053 169201300,2806,,REGENT ST,,,3575
053 169201401,2808,,REGENT ST,,,3215
053 169201402,2812,,REGENT ST,,,3328
053 169201500,2820,,REGENT ST,,,3779
053 169201600,2439,,OREGON ST,,,947
053 169201700,2435,,OREGON ST,,,2300
053 169201800,2433,,OREGON ST,,,2821
053 169201900,2431,,OREGON ST,,,4529
053 169202000,2425,,OREGON ST,,,2823
053 169202200,2419,,OREGON ST,,,3586
053 169202300,2415,,OREGON ST,,,1333
053 169202400,2411,,OREGON ST,,,883
053 169202500,2821,,TELEGRAPH AVE,,,4204
053 169202600,2817,,TELEGRAPH AVE,,,3642
053 169202700,2813,,TELEGRAPH AVE,,,4329
053 169202800,2809,,TELEGRAPH AVE,,,9242
053 169202900,2421,,OREGON ST,,,2423
053 169203000,2423,,OREGON ST,,,2423
053 169203100,2421,,OREGON ST,COM,,0
053 169300100,2801,,REGENT ST,,,2359
053 169300200,2510,,STUART ST,,,2446
053 169300300,2800,,HILLEGASS AVE,,,3902
053 169300700,2816,,HILLEGASS AVE,,,3309
053 169300900,2828,,HILLEGASS AVE,,,3713
053 169301000,2830,,HILLEGASS AVE,,,3428
053 169301100,2834,,HILLEGASS AVE,,,5097
053 169301200,2842,,HILLEGASS AVE,,,3634
053 169301300,2515,,RUSSELL ST,,,2076
053 169301400,2505,,RUSSELL ST,,,3160
053 169301500,2845,,REGENT ST,,,3712
053 169301600,2841,,REGENT ST,,,2083
053 169301700,2837,,REGENT ST,,,3136
053 169301800,2833,,REGENT ST,,,2723
053 169301900,2829,,REGENT ST,,,2796
053 169302000,2827,,REGENT ST,,,5581
053 169302100,2821,,REGENT ST,,,4280
053 169302200,2817,,REGENT ST,,,3693
053 169302400,2811,,REGENT ST,,,2264
053 169302500,2805,,REGENT ST,,,2176
053 169302600,2803,,REGENT ST,,,1795
053 169302700,2815,,REGENT ST,1,,1169
053 169302800,2815,,REGENT ST,2,,1170
053 169302900,2815,,REGENT ST,3,,1170
053 169303000,2815,,REGENT ST,4,,1170
053 169303100,2815,,REGENT ST,COM,,0
053 169303200,2804,,HILLEGASS AVE,1,,1342
053 169303300,2804,,HILLEGASS AVE,2,,1164
053 169303400,2804,,HILLEGASS AVE,3,,937
053 169303500,2804,,HILLEGASS AVE,COM,,0
053 169303600,2808,,HILLEGASS AVE,A1,,1456
053 169303700,2808,,HILLEGASS AVE,A2,,1456
053 169303800,2808,,HILLEGASS AVE,A3,,1456
053 169303900,2808,,HILLEGASS AVE,A4,,1456
053 169304000,2808,,HILLEGASS AVE,A5,,1456
053 169304100,2812,,HILLEGASS AVE,B1,,1456
053 169304200,2812,,HILLEGASS AVE,B2,,1456
053 169304300,2812,,HILLEGASS AVE,B3,,1456
053 169304400,2814,,HILLEGASS AVE,C1,,1456
053 169304500,2814,,HILLEGASS AVE,C2,,1456
053 169304600,2814,,HILLEGASS AVE,C3,,1456
053 169304700,2812,,HILLEGASS AVE,COM,,0
053 169304900,2822,,HILLEGASS AVE,,,3538
053 169305000,2826,,HILLEGASS AVE,,,1089
053 169305100,2822,,HILLEGASS AVE,COM,,0
053 169400100,2803,,HILLEGASS AVE,,,5097
053 169400200,2606,,STUART ST,,,1343
053 169400300,2614,,STUART ST,,,2472
053 169400400,2620,,STUART ST,,,4665
053 169400500,2804,,BENVENUE AVE,,,2903
053 169400600,2810,,BENVENUE AVE,,,4761
053 169400800,2818,,BENVENUE AVE,,,6540
053 169400900,2822,,BENVENUE AVE,,,2669
053 169401000,2824,,BENVENUE AVE,,,3170
053 169401100,2828,,BENVENUE AVE,,,3194
053 169401200,2830,,BENVENUE AVE,,,2942
053 169401301,2832,,BENVENUE AVE,,,1693
053 169401302,2838,,BENVENUE AVE,,,3914
053 169401400,2615,,RUSSELL ST,,,2513
053 169401500,2611,,RUSSELL ST,,,2666
053 169401600,2601,,RUSSELL ST,,,1850
053 169401700,2835,,HILLEGASS AVE,,,2402
053 169401800,2833,,HILLEGASS AVE,,,2930
053 169402000,2827,,HILLEGASS AVE,,,3093
053 169402100,2823,,HILLEGASS AVE,,,3655
053 169402200,2821,,HILLEGASS AVE,,,15432
053 169402300,2817,,HILLEGASS AVE,,,3776
053 169402403,2811,,HILLEGASS AVE,,,724
053 169402800,2831,,HILLEGASS AVE,,,1362
053 169402900,2829,,HILLEGASS AVE,,,1362
053 169403000,2831,,HILLEGASS AVE,,A,909
053 169403100,2829,,HILLEGASS AVE,COM,,0
053 169403200,2816,,BENVENUE AVE,,,5034
053 169500100,2801,,BENVENUE AVE,,,2858
053 169500200,2636,,STUART ST,,,2353
053 169500400,2648,,STUART ST,,,2459
053 169500600,2810,,COLLEGE AVE,,,3120
053 169500700,2814,,COLLEGE AVE,,,7164
053 169500901,2820,,COLLEGE AVE,,,4820
053 169500902,2824,,COLLEGE AVE,,,3601
053 169501000,2828,,COLLEGE AVE,,,9769
053 169501100,2832,,COLLEGE AVE,,,3489
053 169501201,2832,,COLLEGE AVE,,,0
053 169501202,2840,,COLLEGE AVE,,,3120
053 169501300,2649,,RUSSELL ST,,,4152
053 169501400,2639,,RUSSELL ST,,,2372
053 169501500,2635,,RUSSELL ST,,,2286
053 169501600,2835,,BENVENUE AVE,,,2969
053 169501700,2833,,BENVENUE AVE,,,1930
053 169501800,2831,,BENVENUE AVE,,,2676
053 169501900,2829,,BENVENUE AVE,,,4043
053 169502000,2823,,BENVENUE AVE,,,4055
053 169502101,2819,,BENVENUE AVE,,,3672
053 169502500,2805,,BENVENUE AVE,,,3046
053 169502600,2811,,BENVENUE AVE,,,5268
053 169502700,2815,,BENVENUE AVE,,,2093
053 169502800,2638,,STUART ST,,,608
053 169502900,2640,,STUART ST,,,608
053 169503000,2638,,STUART ST,COM,,0
053 169503100,2816,,COLLEGE AVE,,,1860
053 169503200,2818,,COLLEGE AVE,,,1860
053 169503300,2816,,COLLEGE AVE,COM,,0
053 169503500,2802,,COLLEGE AVE,,,2157
053 169503600,2804,,COLLEGE AVE,,,1353
053 169503700,2806,,COLLEGE AVE,,,1132
053 169503800,2806,,COLLEGE AVE,COM,,0
053 169600100,2801,,COLLEGE AVE,,,9172
053 169600200,2706,,STUART ST,,,2060
053 169600300,2712,,STUART ST,,,1509
053 169600400,2716,,STUART ST,,,1945
053 169600500,2804,,CHERRY ST,,,1368
053 169600600,2806,,CHERRY ST,,,1468
053 169600700,2810,,CHERRY ST,,,3372
053 169600800,2814,,CHERRY ST,,,2795
053 169601000,2824,,CHERRY ST,,,3245
053 169601100,2828,,CHERRY ST,,,1769
053 169601200,2830,,CHERRY ST,,,1551
053 169601300,2832,,CHERRY ST,,,1550
053 169601400,2717,,RUSSELL ST,,,2901
053 169601500,2887,,COLLEGE AVE,,,9096
053 169601600,2821,,COLLEGE AVE,,,2935
053 169601700,2817,,COLLEGE AVE,,,6235
053 169601800,2815,,COLLEGE AVE,,,3201
053 169601900,2811,,COLLEGE AVE,,,2451
053 169602000,2807,,COLLEGE AVE,,,2210
053 169602200,2818,,CHERRY ST,,,1142
053 169602300,2820,,CHERRY ST,,,1264
053 169602400,2820,,CHERRY ST,COM,,0
053 169700100,2720,,STUART ST,,,4962
053 169700200,2728,,STUART ST,,,2128
053 169700300,2730,,STUART ST,,,1588
053 169700400,2732,,STUART ST,,,2073
053 169700500,2800,,PIEDMONT AVE,,,1622
053 169700600,2804,,PIEDMONT AVE,,,2572
053 169700800,2820,,PIEDMONT AVE,,,3460
053 169701000,2832,,PIEDMONT AVE,,,1420
053 169701100,2737,,RUSSELL ST,,,1773
053 169701200,2733,,RUSSELL ST,,,3697
053 169701301,2727,,RUSSELL ST,,,4647
053 169701302,2827,,CHERRY ST,,,1271
053 169701400,2823,,CHERRY ST,,,3047
053 169701500,2821,,CHERRY ST,,,1686
053 169701600,2817,,CHERRY ST,,,2083
053 169701700,2815,,CHERRY ST,,,2212
053 169701800,2811,,CHERRY ST,,,901
053 169701900,2809,,CHERRY ST,,,2583
053 169702000,2824,,PIEDMONT AVE,,,2209
053 169702100,2826,,PIEDMONT AVE,,,1943
053 169702200,2828,,PIEDMONT AVE,,,2195
053 169702300,2822,,PIEDMONT AVE,,,1711
053 169702400,2824,,PIEDMONT AVE,COM,,0
053 169702500,2810,,PIEDMONT AVE,,,2772
053 169702600,2814,,PIEDMONT AVE,,,4099
053 169800100,2801,,PIEDMONT AVE,,,2181
053 169800200,2804,,STUART ST,,,2006
053 169800300,2806,,STUART ST,,,2141
053 169800400,2800,,KELSEY ST,,,1882
053 169800500,2804,,KELSEY ST,,,4134
053 169800600,2806,,KELSEY ST,,,1199
053 169800700,2810,,KELSEY ST,,,955
053 169800800,2814,,KELSEY ST,,,3113
053 169800900,2818,,KELSEY ST,,,1687
053 169801000,2824,,KELSEY ST,,,3032
053 169801100,2826,,KELSEY ST,,,2302
053 169801200,2828,,KELSEY ST,,,1950
053 169801300,2815,,RUSSELL ST,,,1200
053 169801400,2811,,RUSSELL ST,,,4520
053 169801500,2805,,RUSSELL ST,,,2875
053 169801700,2825,,PIEDMONT AVE,,,1639
053 169801800,2819,,PIEDMONT AVE,,,2336
053 169801901,2817,,PIEDMONT AVE,,,2224
053 169802100,2811,,PIEDMONT AVE,,,2450
053 169802200,2807,,PIEDMONT AVE,,,3332
053 169802300,2815,,PIEDMONT AVE,,,1916
053 169802400,2815,,PIEDMONT AVE,A,,1337
053 169802500,2815,,PIEDMONT AVE,COM,,0
053 169802600,2801,,RUSSELL ST,,,2611
053 169802700,2827,,PIEDMONT AVE,,,2611
053 169802800,2801,,RUSSELL ST,COM,,0
053 169900100,2746,,GARBER ST,,,2717
053 169900200,2752,,PIEDMONT AVE,,,1825
053 169900300,2754,,PIEDMONT AVE,,,2319
053 169900400,2758,,PIEDMONT AVE,,,2017
053 169900500,2747,,STUART ST,,,2118
053 169900600,2745,,STUART ST,,,5952
053 169900700,2739,,STUART ST,,,3324
053 169900800,2735,,STUART ST,,,2540
053 169900900,2727,,STUART ST,,,4444
053 169901000,2723,,STUART ST,,,4801
053 169901100,2721,,STUART ST,,,2384
053 169901200,2719,,STUART ST,,,1790
053 169901300,2715,,STUART ST,,,2842
053 169901400,2711,,STUART ST,,,1009
053 169901500,2707,,STUART ST,,,4681
053 169901600,2703,,STUART ST,,,3265
053 169901700,2751,,COLLEGE AVE,,,2828
053 169901800,2747,,COLLEGE AVE,,,5253
053 169901900,2741,,COLLEGE AVE,,,4097
053 169902000,2710,,GARBER ST,,,1844
053 169902100,2712,,GARBER ST,,,2132
053 169902200,2714,,GARBER ST,,,4227
053 169902300,2718,,GARBER ST,,,2228
053 169902400,2722,,GARBER ST,,,2267
053 169902600,2728,,GARBER ST,,,1502
053 169902700,2730,,GARBER ST,,,2275
053 169902800,2738,,GARBER ST,,,4062
053 169902900,2740,,GARBER ST,,,1410
053 169903000,2742,,GARBER ST,,,1612
053 169903100,2724,,GARBER ST,B,,1177
053 169903200,2724,,GARBER ST,A,,1171
053 169903300,2726,,GARBER ST,,,1171
053 169903400,2724,,GARBER ST,COM,,0
053 170100100,2800,,GARBER ST,,,2379
053 170100200,2802,,GARBER ST,,,2145
053 170100300,2808,,GARBER ST,,,2006
053 170100400,2812,,GARBER ST,,,1758
053 170100500,2816,,GARBER ST,,,1683
053 170100600,2820,,GARBER ST,,,2816
053 170100700,2822,,GARBER ST,,,3240
053 170100800,2826,,GARBER ST,,,2768
053 170100900,2830,,GARBER ST,,,3832
053 170101000,2834,,GARBER ST,,,4981
053 170101100,2836,,GARBER ST,,,2050
053 170101200,2844,,GARBER ST,,,4933
053 170101300,2848,,GARBER ST,,,3196
053 170101400,2900,,GARBER ST,,,3723
053 170101500,2904,,GARBER ST,,,2441
053 170101600,2910,,GARBER ST,,,3061
053 170101700,2916,,GARBER ST,,,3028
053 170101800,2922,,GARBER ST,,,2682
053 170101900,2930,,GARBER ST,,,3792
053 170102000,2804,,OAK KNOLL TER,,,4356
053 170102100,2808,,OAK KNOLL TER,,,4251
053 170102200,2810,,OAK KNOLL TER,,,4622
053 170102300,2816,,OAK KNOLL TER,,,4291
053 170102400,2820,,OAK KNOLL TER,,,3302
053 170102500,2931,,AVALON AVE,,,5311
053 170102601,2919,,AVALON AVE,,,5231
053 170102700,2917,,AVALON AVE,,,3082
053 170102800,2915,,AVALON AVE,,,3285
053 170102900,2911,,AVALON AVE,,,4088
053 170103001,2929,,AVALON AVE,,,8285
053 170103101,2909,,AVALON AVE,,,8563
053 170103102,2905,,AVALON AVE,,,2286
053 170103200,2901,,AVALON AVE,,,3646
053 170103400,2904,,AVALON AVE,,,5173
053 170103501,0,,AVALON AVE,,,0
053 170103502,2910,,AVALON AVE,,,5926
053 170103802,2922,,AVALON AVE,,,4839
053 170103900,2926,,AVALON AVE,,,4786
053 170104000,2928,,AVALON AVE,,,3124
053 170104100,2911,,RUSSELL ST,,,12555
053 170104200,2903,,RUSSELL ST,,,2666
053 170104301,2901,,RUSSELL ST,,,3846
053 170104400,2851,,RUSSELL ST,,,3876
053 170104500,2847,,RUSSELL ST,,,4051
053 170104600,2845,,RUSSELL ST,,,3022
053 170104700,2841,,RUSSELL ST,,,3473
053 170104800,2839,,RUSSELL ST,,,4510
053 170104901,2829,,RUSSELL ST,,,762
053 170104902,2827,,RUSSELL ST,,,3340
053 170105000,2827,,KELSEY ST,,,3347
053 170105100,2823,,KELSEY ST,,,3534
053 170105200,0,,KELSEY ST,,,0
053 170105300,2815,,KELSEY ST,,,5298
053 170105402,2811,,KELSEY ST,,,2752
053 170105403,2813,,KELSEY ST,,,3388
053 170105600,2805,,KELSEY ST,,,2423
053 170105701,2828,,STUART ST,,,3855
053 170105900,2827,,PALM CT,,,2182
053 170106000,2825,,PALM CT,,,2150
053 170106101,2823,,PALM CT,,,2632
053 170106102,2817,,PALM CT,,,2632
053 170106200,2815,,STUART ST,,,3029
053 170106400,2809,,STUART ST,,,2689
053 170106500,2805,,STUART ST,,,2451
053 170106600,2799,,PIEDMONT AVE,,,4346
053 170106700,2753,,PIEDMONT AVE,,,3425
053 170106800,2916,,AVALON AVE,,,7054
053 170106900,2920,,AVALON AVE,,,2976
053 170107100,2811,,STUART ST,,,2867
053 170107200,2813,,STUART ST,,,1175
053 170107300,2811,,STUART ST,COM,,0
053 170300100,1900,,ESSEX ST,,,4243
053 170300200,1908,,ESSEX ST,,,2657
053 170300300,1910,,ESSEX ST,,,3468
053 170300400,3040,,TREMONT ST,,,2401
053 170300500,3042,,TREMONT ST,,,2233
053 170300600,3044,,TREMONT ST,,,1361
053 170300700,3061,,ADELINE ST,,,4774
053 170300800,3075,,ADELINE ST,,,93460
053 170300900,0,,ADELINE ST,,,0
053 170400102,742,,GRAYSON ST,,,69894
053 170400201,800,,GRAYSON ST,,,41663
054 170200100,2700,,CLAREMONT BLVD,,,2888
054 170200200,2708,,CLAREMONT BLVD,,,4278
